20240709-12:19:10 - ---------------------------------------------------------------------------
20240709-12:19:11 - 取得公藥消耗帳,(2024/04/10 12:19:08-2024/07/09 12:19:08)共<3105>筆
20240709-12:19:19 - 藥碼 : D2150 ,找無售價資料
20240709-12:19:19 - 藥碼 : D2079 ,找無售價資料
20240709-12:19:19 - 藥碼 : D1058 ,找無售價資料
20240709-12:19:19 - 藥碼 : D1097 ,找無售價資料
20240709-12:19:19 - 藥碼 : D1092 ,找無售價資料
20240709-12:19:19 - 藥碼 : D2052 ,找無售價資料
20240709-12:19:19 - 藥碼 : D1117 ,找無售價資料
20240709-12:19:20 - 藥碼 : G1030 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2002 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2163 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2075 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2097 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1116 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1215 ,找無售價資料
20240709-12:19:20 - 藥碼 : F2002 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1165 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2133 ,找無售價資料
20240709-12:19:20 - 藥碼 : F1038 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1223 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2186 ,找無售價資料
20240709-12:19:20 - 藥碼 : G2007 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1235 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1153 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1017 ,找無售價資料
20240709-12:19:20 - 藥碼 : F1036 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1090 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2088 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1082 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2090 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1004 ,找無售價資料
20240709-12:19:20 - 藥碼 : F1037 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1131 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1061 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1060 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1236 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1103 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1077 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1209 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1137 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1173 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1136 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2110 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1072 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1128 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2083 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1051 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1146 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1007 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1208 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2109 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1019 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2174 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1039 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1044 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2001 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2028 ,找無售價資料
20240709-12:19:20 - 藥碼 : D2128 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1063 ,找無售價資料
20240709-12:19:20 - 藥碼 : D1147 ,找無售價資料
20240709-12:19:20 - ABC類分類完成,全部<1522>種藥品,A類共<151>種藥品,B類共<300>種藥品,C類共<1071>種藥品
20240709-12:19:24 - (1)     更新安全基準量 (04627)100mg Keytruda Inj 100mg/4ml           安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (2)     更新安全基準量 (20614)Eylea inj 2mg/0.05ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (3)     更新安全基準量 (04603)Tagrisso Tab 80mg(Osimertinib)         安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (3)     更新安全基準量 (21413)Onpattro Inj 10mg/5ml(Patisiran)       安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (4)     更新安全基準量 (21261)2.5mg Adempas FC Tab (Riociguat)       安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (5)     更新安全基準量 (04572)Giotrif Tab 30mg(Afatinib)             安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (6)     更新安全基準量 (04617)Alecensa Cap 150mg(Alectinib)          安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (7)     更新安全基準量 (21406)(Syringe) Xolair Inj 150mg             安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (8)     更新安全基準量 (04558)Avastin Inj 100mg/4ml                  安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (9)     更新安全基準量 (04573)Giotrif Tab 40mg(Afatinib)             安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (10)    更新安全基準量 (21202)Prolia Inj 60mg/ml(Denosumab)          安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (11)    更新安全基準量 (06005)Human Albumin 20% 50ml"BEHRING"        安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (12)    更新安全基準量 (04241)500mg/20ml Pexeda Inj_Pemetrexed       安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (13)    更新安全基準量 (04586)150mg Ofev Cap(Nintedanib)             安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (13)    更新安全基準量 (04567)Perjeta Inj 420mg(Pertuzumab)          安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (14)    更新安全基準量 (04698)Tepmetko Tab 225mg(Tepotinib)          安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (15)    更新安全基準量 (16702)Ozempic Inj 4mg(Semaglutide)           安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (16)    更新安全基準量 (04344)Xtandi Tab 40mg (Enzalutamide)         安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (17)    更新安全基準量 (04114)Lipo-Dox 20mg/10ml(Doxorubicin)        安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (18)    更新安全基準量 (04570)Herceptin Inj 1mg (Trastuzumab)        安全量 : 1 ,基準量 : 1
20240709-12:19:24 - (19)    更新安全基準量 (04544)Erbitux 100mg/20ml(Cetuximab)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (20)    更新安全基準量 (15028)Bridion Inj 200mg/2ml                  安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (21)    更新安全基準量 (21355)Evenity Inj 105mg/1.17ml/Syringe       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (22)    更新安全基準量 (04330)Xtandi Soft Cap 40mg                   安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (23)    更新安全基準量 (05275)SPIOLTO Respimat IH 60puffs            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (24)    更新安全基準量 (09072)Dynastat Inj 40mg(Parecoxib)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (25)    更新安全基準量 (21165)Revatio Tab 20mg(Sildenafil)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (26)    更新安全基準量 (21366)Zejula Cap 100mg(Niraparib)            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (27)    更新安全基準量 (18329)Envacgen Inj 0.5ml(EV71 vaccine)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (28)    更新安全基準量 (21241)(RARE) Opsumit Tab 10mg                安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (29)    更新安全基準量 (06241)Thrombifree Tab 75mg(Clopidogrel       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (29)    更新安全基準量 (12119)(Prefilled Pen) Nucala Inj 100mg       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (30)    更新安全基準量 (11109)Sod. Chloride Inj 0.9% 500ml/bag       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (1)     異常安全基準量 (10062)Xofigo Inj (Radium-223 Chloride)       安全量 : 0 ,基準量 : 0
20240709-12:19:25 - (31)    更新安全基準量 (21327)Xeljanz XR Tab 11mg(Tofacitinib)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (32)    更新安全基準量 (04629)Lynparza Tab 150mg(Olaparib)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (33)    更新安全基準量 (03220)Vfend Inj 200mg(Voriconazole)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (34)    更新安全基準量 (16704)Ryzodeg Inj 3ml                        安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (35)    更新安全基準量 (21313)(CM)Opsumit(CM) Tab 10mg               安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (36)    更新安全基準量 (21225)Xgeva Inj 120mg(Denosumab)             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (36)    更新安全基準量 (04594)100mg/10ml Opdivo Inj(Nivolumab)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (37)    更新安全基準量 (07298)100mg Entresto FC Tab                  安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (38)    更新安全基準量 (50063)Biktarvy Tab                           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (39)    更新安全基準量 (50061)Epclusa FC Tab                         安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (40)    更新安全基準量 (18324)Gardasil 9 Vaccine 0.5ml               安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (41)    更新安全基準量 (21238)Enbrel Inj 50mg(Etanercept)            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (42)    更新安全基準量 (08124)Ultane IH Sol 250ml(Sevoflurane)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (43)    更新安全基準量 (04638)Kisqali Tab 200mg(Ribociclib)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (43)    更新安全基準量 (06254)2ml Tisseel Sol for sealant            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (44)    更新安全基準量 (50043)25mg VemLIDY FC Tab (TAF)              安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (45)    更新安全基準量 (04320)11.25mg (3M) Leuplin Depot             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (46)    更新安全基準量 (11838)Hemodialysis Conc. 300 10L             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (47)    更新安全基準量 (50038)Rapiacta Inj 300mg/60ml(SelfPay)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (48)    更新安全基準量 (05140)Spiriva Respimat IH 60puffs            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (49)    更新安全基準量 (03217)AmBisome Inj 50mg                      安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (50)    更新安全基準量 (06132)NESP Inj 20mcg/0.5ml                   安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (50)    更新安全基準量 (21200)50mg/0.5ml Simponi Inj(Golimumab       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (51)    更新安全基準量 (05272)Relvar Ellipta 92/22 mcg Inhaler       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (52)    更新安全基準量 (04663)Mvasi Inj 100mg/4ml(Bevacizumab)       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (53)    更新安全基準量 (04335)Erleada Tab 60mg(Apalutamide)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (53)    更新安全基準量 (04598)Onivyde TM Inj 50mg/10ml               安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (54)    更新安全基準量 (03446)Pipe Tazo Inj "CYH"4.5gm               安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (55)    更新安全基準量 (10035)Omnipaque Inj 100ml 350mg I/ml         安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (56)    更新安全基準量 (03354)Zerbaxa Inj 1.5g                       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (56)    更新安全基準量 (20661)Vabysmo inj 6mg/0.05ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (57)    更新安全基準量 (21365)Nerlynx Tab 40mg(Neratinib)            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (58)    更新安全基準量 (10045)Dotarem Inj 60ml                       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (2)     異常安全基準量 (04621)Tecentriq Inj 1200mg/20ml              安全量 : 0 ,基準量 : 0
20240709-12:19:25 - (59)    更新安全基準量 (16391)Glyxambi Tab 25/5mg                    安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (60)    更新安全基準量 (06252)110mg Pradaxa Cap(Dabigatran)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (61)    更新安全基準量 (12064)Actein Effervescent Tab 600mg          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (62)    更新安全基準量 (05422)Soma Cap                               安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (63)    更新安全基準量 (21264)125mg Tracleer FC Tab                  安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (64)    更新安全基準量 (21287)Cimzia Inj 200mg/ml                    安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (65)    更新安全基準量 (20381)Steridal Sol 0.5% 500ml/bot            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (66)    更新安全基準量 (03219)200mg Vfend Tab(Voriconazole)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (67)    更新安全基準量 (10032)Iopamidol Inj 200ml 370mg I/ml         安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (68)    更新安全基準量 (21350)Olumiant Tab 4mg(Baricitinib)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (68)    更新安全基準量 (04623)(SC) Herceptin Inj for SC 600mg        安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (69)    更新安全基準量 (21260)2mg Adempas FC Tab (Riociguat)         安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (70)    更新安全基準量 (21078)Botox Inj 100 units                    安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (3)     異常安全基準量 (04576)Kadcyla Inj 20mg/ml 160mg/Vial         安全量 : 0 ,基準量 : 0
20240709-12:19:25 - (71)    更新安全基準量 (21316)Cycos Cap 100mg(Cyclosporin)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (72)    更新安全基準量 (07157)Livalo OD Tab 2mg(Pitavastatin)        安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (72)    更新安全基準量 (04624)Lucentis Inj 10mg/ml(Syringe)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (72)    更新安全基準量 (21343)Lumicef Inj 210mg(Brodalumab)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (73)    更新安全基準量 (13211)Miyarisan-BM 1gm/pkg                   安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (74)    更新安全基準量 (04422)Tynen Inj 80mg/4ml(Docetaxel)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (75)    更新安全基準量 (06266)30mg Lixiana FC Tab(Edoxaban)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (76)    更新安全基準量 (50035)Triumeq FC Tab (ABC/3TC/DTG)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (77)    更新安全基準量 (04614)125mg Ibrance Cap(Palbociclib)         安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (4)     異常安全基準量 (21360)Skyrizi Inj 75mg(Risankizumab)         安全量 : 0 ,基準量 : 0
20240709-12:19:25 - (77)    更新安全基準量 (08738)350mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (78)    更新安全基準量 (21067)Broen-C E.C. Tab                       安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (79)    更新安全基準量 (13482)Akynzeo Cap 300/0.5mg                  安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (80)    更新安全基準量 (04512)Hycamtin Inj 4mg(Topotecan)            安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (81)    更新安全基準量 (10051)Xenetix 350 Inj 100ml                  安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (82)    更新安全基準量 (04423)Tynen Inj 20mg/ml(Docetaxel)           安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (83)    更新安全基準量 (06106)Eprex Inj 2000 IU/0.5ml                安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (84)    更新安全基準量 (16376)2.5/850mg Trajenta Duo Tab             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (85)    更新安全基準量 (06260)5mg Eliquis Tab (Apixaban)             安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (86)    更新安全基準量 (04671)Lorviqua Tab 25mg(Lorlatinib)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (87)    更新安全基準量 (08292)PCEA: Regimen 1  500ml                 安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (5)     異常安全基準量 (21401)150mg Skyrizi Inj (Risankizumab)       安全量 : 0 ,基準量 : 0
20240709-12:19:25 - (88)    更新安全基準量 (06267)60mg Lixiana FC Tab(Edoxaban)          安全量 : 1 ,基準量 : 1
20240709-12:19:25 - (89)    更新安全基準量 (09208)Cecolex Capsules 200mg "C.H."          安全量 : 1 ,基準量 : 1
