20240819-21:08:48 - ---------------------------------------------------------------------------
20240819-21:08:49 - 取得急診消耗帳,(2024/05/21 21:08:47-2024/08/19 21:08:47)共<11995>筆
20240819-21:08:53 - 藥碼 : D2036 ,找無售價資料
20240819-21:08:53 - 藥碼 : D2039 ,找無售價資料
20240819-21:08:53 - 藥碼 : D2174 ,找無售價資料
20240819-21:08:53 - 藥碼 : D2132 ,找無售價資料
20240819-21:08:53 - 藥碼 : D1241 ,找無售價資料
20240819-21:08:53 - 藥碼 : D2001 ,找無售價資料
20240819-21:08:53 - 藥碼 : D2028 ,找無售價資料
20240819-21:08:53 - 藥碼 : D1147 ,找無售價資料
20240819-21:08:54 - ABC類分類完成,全部<1402>種藥品,A類共<141>種藥品,B類共<280>種藥品,C類共<981>種藥品
20240819-21:08:55 - (1)     更新安全基準量 (20614)Eylea inj 2mg/0.05ml                   安全量 : 13 ,基準量 : 27
20240819-21:08:55 - (1)     更新安全基準量 (21413)Onpattro Inj 10mg/5ml(Patisiran)       安全量 : 1 ,基準量 : 1
20240819-21:08:56 - (2)     更新安全基準量 (21261)2.5mg Adempas FC Tab (Riociguat)       安全量 : 162 ,基準量 : 325
20240819-21:08:56 - (3)     更新安全基準量 (21406)(Syringe) Xolair Inj 150mg             安全量 : 12 ,基準量 : 25
20240819-21:08:56 - (4)     更新安全基準量 (21202)Prolia Inj 60mg/ml(Denosumab)          安全量 : 20 ,基準量 : 40
20240819-21:08:56 - (5)     更新安全基準量 (06005)Human Albumin 20% 50ml"BEHRING"        安全量 : 130 ,基準量 : 260
20240819-21:08:56 - (6)     更新安全基準量 (04586)150mg Ofev Cap(Nintedanib)             安全量 : 101 ,基準量 : 203
20240819-21:08:56 - (6)     更新安全基準量 (21401)150mg Skyrizi Inj (Risankizumab)       安全量 : 1 ,基準量 : 1
20240819-21:08:56 - (7)     更新安全基準量 (16702)Ozempic Inj 4mg(Semaglutide)           安全量 : 17 ,基準量 : 34
20240819-21:08:56 - (8)     更新安全基準量 (21241)(RARE) Opsumit Tab 10mg                安全量 : 19 ,基準量 : 39
20240819-21:08:56 - (9)     更新安全基準量 (21355)Evenity Inj 105mg/1.17ml/Syringe       安全量 : 16 ,基準量 : 32
20240819-21:08:56 - (9)     更新安全基準量 (12119)(Prefilled Pen) Nucala Inj 100mg       安全量 : 1 ,基準量 : 3
20240819-21:08:56 - (10)    更新安全基準量 (05275)SPIOLTO Respimat IH 60puffs            安全量 : 36 ,基準量 : 73
20240819-21:08:56 - (11)    更新安全基準量 (18329)Envacgen Inj 0.5ml(EV71 vaccine)       安全量 : 12 ,基準量 : 24
20240819-21:08:56 - (12)    更新安全基準量 (03220)Vfend Inj 200mg(Voriconazole)          安全量 : 12 ,基準量 : 25
20240819-21:08:56 - (13)    更新安全基準量 (06241)Thrombifree Tab 75mg(Clopidogrel       安全量 : 2566 ,基準量 : 5132
20240819-21:08:56 - (14)    更新安全基準量 (21165)Revatio Tab 20mg(Sildenafil)           安全量 : 227 ,基準量 : 455
20240819-21:08:56 - (15)    更新安全基準量 (16704)Ryzodeg Inj 3ml                        安全量 : 83 ,基準量 : 167
20240819-21:08:56 - (16)    更新安全基準量 (50063)Biktarvy Tab                           安全量 : 82 ,基準量 : 165
20240819-21:08:56 - (17)    更新安全基準量 (21327)Xeljanz XR Tab 11mg(Tofacitinib)       安全量 : 44 ,基準量 : 89
20240819-21:08:56 - (18)    更新安全基準量 (21225)Xgeva Inj 120mg(Denosumab)             安全量 : 4 ,基準量 : 8
20240819-21:08:56 - (19)    更新安全基準量 (07298)100mg Entresto FC Tab                  安全量 : 597 ,基準量 : 1195
20240819-21:08:56 - (20)    更新安全基準量 (03446)Pipe Tazo Inj "CYH"4.5gm               安全量 : 307 ,基準量 : 615
20240819-21:08:56 - (21)    更新安全基準量 (50043)25mg VemLIDY FC Tab (TAF)              安全量 : 296 ,基準量 : 592
20240819-21:08:56 - (22)    更新安全基準量 (05140)Spiriva Respimat IH 60puffs            安全量 : 25 ,基準量 : 50
20240819-21:08:56 - (23)    更新安全基準量 (20661)Vabysmo inj 6mg/0.05ml                 安全量 : 1 ,基準量 : 3
20240819-21:08:56 - (24)    更新安全基準量 (18324)Gardasil 9 Vaccine 0.5ml               安全量 : 5 ,基準量 : 11
20240819-21:08:56 - (25)    更新安全基準量 (06132)NESP Inj 20mcg/0.5ml                   安全量 : 56 ,基準量 : 112
20240819-21:08:56 - (26)    更新安全基準量 (21260)2mg Adempas FC Tab (Riociguat)         安全量 : 22 ,基準量 : 44
20240819-21:08:56 - (27)    更新安全基準量 (03217)AmBisome Inj 50mg                      安全量 : 8 ,基準量 : 17
20240819-21:08:56 - (28)    更新安全基準量 (21238)Enbrel Inj 50mg(Etanercept)            安全量 : 4 ,基準量 : 9
20240819-21:08:56 - (29)    更新安全基準量 (50038)Rapiacta Inj 300mg/60ml(SelfPay)       安全量 : 17 ,基準量 : 34
20240819-21:08:56 - (30)    更新安全基準量 (16391)Glyxambi Tab 25/5mg                    安全量 : 936 ,基準量 : 1873
20240819-21:08:56 - (31)    更新安全基準量 (05272)Relvar Ellipta 92/22 mcg Inhaler       安全量 : 38 ,基準量 : 76
20240819-21:08:56 - (31)    更新安全基準量 (21404)TALTZ injection 80mg(Ixekizumab)       安全量 : 1 ,基準量 : 1
20240819-21:08:56 - (32)    更新安全基準量 (21343)Lumicef Inj 210mg(Brodalumab)          安全量 : 2 ,基準量 : 4
20240819-21:08:56 - (33)    更新安全基準量 (21313)(CM)Opsumit(CM) Tab 10mg               安全量 : 11 ,基準量 : 22
20240819-21:08:56 - (34)    更新安全基準量 (21287)Cimzia Inj 200mg/ml                    安全量 : 2 ,基準量 : 5
20240819-21:08:56 - (35)    更新安全基準量 (03510)Tigelin Inj 50mg(Tigecycline)          安全量 : 21 ,基準量 : 42
20240819-21:08:56 - (35)    更新安全基準量 (21200)50mg/0.5ml Simponi Inj(Golimumab       安全量 : 1 ,基準量 : 2
20240819-21:08:56 - (36)    更新安全基準量 (05422)Soma Cap                               安全量 : 14251 ,基準量 : 28503
20240819-21:08:56 - (37)    更新安全基準量 (12064)Actein Effervescent Tab 600mg          安全量 : 4903 ,基準量 : 9807
20240819-21:08:56 - (38)    更新安全基準量 (21264)125mg Tracleer FC Tab                  安全量 : 14 ,基準量 : 29
20240819-21:08:56 - (39)    更新安全基準量 (06252)110mg Pradaxa Cap(Dabigatran)          安全量 : 647 ,基準量 : 1295
20240819-21:08:56 - (40)    更新安全基準量 (06266)30mg Lixiana FC Tab(Edoxaban)          安全量 : 347 ,基準量 : 694
20240819-21:08:56 - (41)    更新安全基準量 (07157)Livalo OD Tab 2mg(Pitavastatin)        安全量 : 2338 ,基準量 : 4677
20240819-21:08:56 - (41)    更新安全基準量 (04624)Lucentis Inj 10mg/ml(Syringe)          安全量 : 1 ,基準量 : 2
20240819-21:08:56 - (42)    更新安全基準量 (03219)200mg Vfend Tab(Voriconazole)          安全量 : 17 ,基準量 : 35
20240819-21:08:56 - (43)    更新安全基準量 (13482)Akynzeo Cap 300/0.5mg                  安全量 : 12 ,基準量 : 25
20240819-21:08:56 - (44)    更新安全基準量 (30024)TPN_Smofkabiven Emulsion 1.48L         安全量 : 26 ,基準量 : 53
20240819-21:08:56 - (45)    更新安全基準量 (16376)2.5/850mg Trajenta Duo Tab             安全量 : 2131 ,基準量 : 4263
20240819-21:08:56 - (46)    更新安全基準量 (21067)Broen-C E.C. Tab                       安全量 : 5976 ,基準量 : 11953
20240819-21:08:56 - (47)    更新安全基準量 (21316)Cycos Cap 100mg(Cyclosporin)           安全量 : 202 ,基準量 : 404
20240819-21:08:56 - (48)    更新安全基準量 (06106)Eprex Inj 2000 IU/0.5ml                安全量 : 88 ,基準量 : 177
20240819-21:08:56 - (49)    更新安全基準量 (06260)5mg Eliquis Tab (Apixaban)             安全量 : 741 ,基準量 : 1482
20240819-21:08:56 - (50)    更新安全基準量 (21350)Olumiant Tab 4mg(Baricitinib)          安全量 : 18 ,基準量 : 37
20240819-21:08:56 - (51)    更新安全基準量 (50035)Triumeq FC Tab (ABC/3TC/DTG)           安全量 : 37 ,基準量 : 74
20240819-21:08:56 - (52)    更新安全基準量 (06267)60mg Lixiana FC Tab(Edoxaban)          安全量 : 292 ,基準量 : 585
20240819-21:08:56 - (53)    更新安全基準量 (18315)Rotarix Oral Vaccine Suspension        安全量 : 8 ,基準量 : 17
20240819-21:08:56 - (54)    更新安全基準量 (07162)Atozet Tab 10/20mg                     安全量 : 1223 ,基準量 : 2446
20240819-21:08:56 - (55)    更新安全基準量 (16364)5mg Trajenta Tab (Linagliptin)         安全量 : 1318 ,基準量 : 2637
20240819-21:08:56 - (56)    更新安全基準量 (09072)Dynastat Inj 40mg(Parecoxib)           安全量 : 26 ,基準量 : 53
20240819-21:08:56 - (57)    更新安全基準量 (13211)Miyarisan-BM 1gm/pkg                   安全量 : 1078 ,基準量 : 2157
20240819-21:08:56 - (58)    更新安全基準量 (06125)Mircera Inj 100mcg/0.3ml               安全量 : 6 ,基準量 : 12
20240819-21:08:56 - (59)    更新安全基準量 (21364)Rinvoq ER Tab 15mg(Upadacitinib)       安全量 : 22 ,基準量 : 44
20240819-21:08:56 - (59)    更新安全基準量 (08738)350mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240819-21:08:56 - (60)    更新安全基準量 (13442)AluSA Tab                              安全量 : 8794 ,基準量 : 17588
20240819-21:08:56 - (61)    更新安全基準量 (07146)Rosulator Tab 10mg(Rosuvastatin)       安全量 : 3037 ,基準量 : 6075
20240819-21:08:56 - (62)    更新安全基準量 (09208)Cecolex Capsules 200mg "C.H."          安全量 : 6503 ,基準量 : 13007
20240819-21:08:56 - (63)    更新安全基準量 (05280)Trelegy Ellipta IH 92/55/22 mcg        安全量 : 8 ,基準量 : 17
20240819-21:08:56 - (64)    更新安全基準量 (21037)100mg Neoral Sandimmun Soft Cap        安全量 : 143 ,基準量 : 286
20240819-21:08:56 - (65)    更新安全基準量 (03329)Cefin Inj 2gm(Ceftriaxone)             安全量 : 71 ,基準量 : 143
20240819-21:08:56 - (66)    更新安全基準量 (21379)Mesa Inh Sol 600mg/3ml(Mesna)          安全量 : 473 ,基準量 : 946
20240819-21:08:56 - (67)    更新安全基準量 (13473)Pane Inj 40mg(Pantoprazole)            安全量 : 193 ,基準量 : 386
20240819-21:08:56 - (67)    更新安全基準量 (21214)Orencia Inj 250mg(Abatacept)           安全量 : 2 ,基準量 : 4
20240819-21:08:56 - (68)    更新安全基準量 (06288)CoPlavix Tab 75mg/100mg                安全量 : 492 ,基準量 : 985
20240819-21:08:56 - (69)    更新安全基準量 (03350)Zavicefta Inj 2/0.5g (2.5g/vial)       安全量 : 4 ,基準量 : 8
20240819-21:08:56 - (70)    更新安全基準量 (11325)Ketosteril Tab 100's/box               安全量 : 1009 ,基準量 : 2018
20240819-21:08:56 - (71)    更新安全基準量 (16144)Megest Oral Susp 40mg/ml 120ml         安全量 : 29 ,基準量 : 59
20240819-21:08:56 - (72)    更新安全基準量 (05278)(184/22)Relvar Ellipta 184/22mcg       安全量 : 12 ,基準量 : 25
20240819-21:08:56 - (73)    更新安全基準量 (03634)Cubicin Inj 500mg(Daptomycin)          安全量 : 4 ,基準量 : 9
20240819-21:08:56 - (74)    更新安全基準量 (20142)Avamys Nasal Spray 120doses/bot        安全量 : 98 ,基準量 : 196
20240819-21:08:56 - (75)    更新安全基準量 (16707)14mg Rybelsus Tab 30's/box             安全量 : 88 ,基準量 : 176
20240819-21:08:56 - (76)    更新安全基準量 (05143)25mg Betmiga PR Tab(Mirabegron)        安全量 : 727 ,基準量 : 1454
20240819-21:08:56 - (77)    更新安全基準量 (13440)Omezol Cap 20mg(Omeprazole)            安全量 : 5421 ,基準量 : 10843
20240819-21:08:56 - (78)    更新安全基準量 (18264)Bexsero Vaccine Inj 0.5ml              安全量 : 2 ,基準量 : 4
20240819-21:08:56 - (79)    更新安全基準量 (18012)Human Immunoglobulin 6% 50ml(3g)       安全量 : 2 ,基準量 : 4
20240819-21:08:56 - (80)    更新安全基準量 (07057)Exforge Tab 5/80 mg                    安全量 : 2716 ,基準量 : 5432
20240819-21:08:56 - (81)    更新安全基準量 (50001)Levofloxacin Inj 750mg/150ml"CS"       安全量 : 30 ,基準量 : 61
20240819-21:08:56 - (82)    更新安全基準量 (09069)Fubifen PAP patch 4's 40mg/10gm        安全量 : 672 ,基準量 : 1344
20240819-21:08:56 - (83)    更新安全基準量 (07058)Sevikar 5/20mg F.C. Tab                安全量 : 1613 ,基準量 : 3227
20240819-21:08:56 - (84)    更新安全基準量 (16382)Toujeo Inj 300u/ml, 1.5ml              安全量 : 25 ,基準量 : 50
20240819-21:08:56 - (85)    更新安全基準量 (03337)Cefa Inj 1gm (Cefazolin)               安全量 : 552 ,基準量 : 1105
20240819-21:08:56 - (86)    更新安全基準量 (05267)Anoro Ellipta 55/22mcg IH 30'S         安全量 : 10 ,基準量 : 21
20240819-21:08:56 - (87)    更新安全基準量 (21073)1mg Prograf Cap (Tacrolimus)           安全量 : 103 ,基準量 : 206
20240819-21:08:56 - (88)    更新安全基準量 (16379)Forxiga FC Tab 10mg                    安全量 : 558 ,基準量 : 1116
20240819-21:08:56 - (89)    更新安全基準量 (16168)Visanne Tab 2mg(Dienogest)             安全量 : 277 ,基準量 : 555
20240819-21:08:56 - (90)    更新安全基準量 (06143)Nivestim Inj 300mcg(Filgrastim)        安全量 : 9 ,基準量 : 18
20240819-21:08:56 - (91)    更新安全基準量 (20334)ENFULON Cream 0.1% 30gm                安全量 : 313 ,基準量 : 626
20240819-21:08:56 - (92)    更新安全基準量 (03422)Augmentin Tab 375mg                    安全量 : 4227 ,基準量 : 8454
20240819-21:08:56 - (93)    更新安全基準量 (10044)Visipaque Inj 320mgI/ml 100ml          安全量 : 14 ,基準量 : 28
20240819-21:08:56 - (94)    更新安全基準量 (05144)50mg Betmiga PR Tab(Mirabegron)        安全量 : 1215 ,基準量 : 2431
20240819-21:08:56 - (95)    更新安全基準量 (19060)Cobamamide Cap 500mcg                  安全量 : 16200 ,基準量 : 32400
20240819-21:08:56 - (96)    更新安全基準量 (04664)100mg Ofev Cap(Nintedanib)             安全量 : 34 ,基準量 : 69
20240819-21:08:56 - (97)    更新安全基準量 (06282)2.5mg Eliquis Tab (Apixaban)           安全量 : 801 ,基準量 : 1602
20240819-21:08:56 - (98)    更新安全基準量 (21192)Viartril-S Powder 1500mg               安全量 : 581 ,基準量 : 1163
20240819-21:08:56 - (99)    更新安全基準量 (03656)MeRoXin Inj 1000mg (Meropenem)         安全量 : 76 ,基準量 : 152
20240819-21:08:56 - (100)   更新安全基準量 (21352)5mg NicePower Tab 30#/Box              安全量 : 6 ,基準量 : 12
20240819-21:08:56 - (101)   更新安全基準量 (03432)Tapimycin Inj 2.25g "YUNG SHIN"        安全量 : 429 ,基準量 : 859
20240819-21:08:57 - (102)   更新安全基準量 (06113)250ug Lenograstim Inj(Granocyte)       安全量 : 14 ,基準量 : 29
20240819-21:08:57 - (103)   更新安全基準量 (13126)Ulstop 20mg Tab(Famotidine)            安全量 : 15869 ,基準量 : 31739
20240819-21:08:57 - (104)   更新安全基準量 (16388)Jardiance Duo 12.5/850mg               安全量 : 1551 ,基準量 : 3103
20240819-21:08:57 - (105)   更新安全基準量 (16387)Xigduo XR Tab 10mg/1gm                 安全量 : 896 ,基準量 : 1792
20240819-21:08:57 - (106)   更新安全基準量 (06268)15mg Lixiana FC Tab(Edoxaban)          安全量 : 340 ,基準量 : 681
20240819-21:08:57 - (107)   更新安全基準量 (08750)400mg Abilify Maintena Inj             安全量 : 2 ,基準量 : 5
20240819-21:08:57 - (108)   更新安全基準量 (21272)Duratocin Inj 100mcg(Carbetocin)       安全量 : 7 ,基準量 : 14
20240819-21:08:57 - (109)   更新安全基準量 (50074)Dovato Tab(DTG/3TC)                    安全量 : 50 ,基準量 : 100
20240819-21:08:57 - (110)   更新安全基準量 (08430)Keppra Inj 500mg/5ml                   安全量 : 86 ,基準量 : 172
20240819-21:08:57 - (111)   更新安全基準量 (03348)2gm Brosym Inj                         安全量 : 125 ,基準量 : 251
20240819-21:08:57 - (112)   更新安全基準量 (20054)Latanoprost Eye Drop 0.005%            安全量 : 56 ,基準量 : 113
