20240821-21:33:26 - ---------------------------------------------------------------------------
20240821-21:33:27 - 取得急診消耗帳,(2024/05/23 21:33:25-2024/08/21 21:33:25)共<12049>筆
20240821-21:33:36 - 藥碼 : D2151 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2077 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2067 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1193 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1231 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2198 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1054 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2057 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1049 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2085 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2030 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2183 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2128 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1239 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2042 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1056 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2041 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1057 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2098 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1154 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2052 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2038 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1065 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1117 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2080 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2157 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2100 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1064 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1050 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1066 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2134 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1163 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2187 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1211 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1108 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1035 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2024 ,找無售價資料
20240821-21:33:36 - 藥碼 : G2009 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2095 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2106 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1034 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1015 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1243 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2190 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1062 ,找無售價資料
20240821-21:33:36 - 藥碼 : G2007 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1155 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1233 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2192 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1192 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2035 ,找無售價資料
20240821-21:33:36 - 藥碼 : G2005 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2185 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1020 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1210 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2079 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1058 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1097 ,找無售價資料
20240821-21:33:36 - 藥碼 : G1030 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2163 ,找無售價資料
20240821-21:33:36 - 藥碼 : F2004 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2071 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1119 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1215 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1080 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1223 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2027 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1178 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1235 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2021 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1153 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1127 ,找無售價資料
20240821-21:33:36 - 藥碼 : D1017 ,找無售價資料
20240821-21:33:36 - 藥碼 : F1036 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2059 ,找無售價資料
20240821-21:33:36 - 藥碼 : D2075 ,找無售價資料
20240821-21:33:37 - 藥碼 : G1007 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1082 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2191 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2299 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2090 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1072 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1004 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1092 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1151 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2026 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1061 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1060 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1103 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1209 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2044 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1148 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1131 ,找無售價資料
20240821-21:33:37 - 藥碼 : F2002 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2104 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2036 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2039 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2174 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2132 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1241 ,找無售價資料
20240821-21:33:37 - 藥碼 : D2028 ,找無售價資料
20240821-21:33:37 - 藥碼 : D1147 ,找無售價資料
20240821-21:33:37 - ABC類分類完成,全部<1400>種藥品,A類共<141>種藥品,B類共<280>種藥品,C類共<979>種藥品
20240821-21:33:39 - (1)     更新安全基準量 (20614)Eylea inj 2mg/0.05ml                   安全量 : 7 ,基準量 : 15
20240821-21:33:39 - (2)     更新安全基準量 (21261)2.5mg Adempas FC Tab (Riociguat)       安全量 : 106 ,基準量 : 213
20240821-21:33:39 - (2)     更新安全基準量 (21413)Onpattro Inj 10mg/5ml(Patisiran)       安全量 : 1 ,基準量 : 1
20240821-21:33:39 - (3)     更新安全基準量 (21406)(Syringe) Xolair Inj 150mg             安全量 : 7 ,基準量 : 15
20240821-21:33:39 - (4)     更新安全基準量 (06005)Human Albumin 20% 50ml"BEHRING"        安全量 : 82 ,基準量 : 164
20240821-21:33:39 - (5)     更新安全基準量 (21202)Prolia Inj 60mg/ml(Denosumab)          安全量 : 12 ,基準量 : 25
20240821-21:33:39 - (6)     更新安全基準量 (04586)150mg Ofev Cap(Nintedanib)             安全量 : 63 ,基準量 : 127
20240821-21:33:39 - (6)     更新安全基準量 (21401)150mg Skyrizi Inj (Risankizumab)       安全量 : 1 ,基準量 : 1
20240821-21:33:39 - (7)     更新安全基準量 (16702)Ozempic Inj 4mg(Semaglutide)           安全量 : 10 ,基準量 : 20
20240821-21:33:39 - (8)     更新安全基準量 (21241)(RARE) Opsumit Tab 10mg                安全量 : 12 ,基準量 : 24
20240821-21:33:39 - (9)     更新安全基準量 (21355)Evenity Inj 105mg/1.17ml/Syringe       安全量 : 9 ,基準量 : 19
20240821-21:33:39 - (9)     更新安全基準量 (12119)(Prefilled Pen) Nucala Inj 100mg       安全量 : 1 ,基準量 : 2
20240821-21:33:39 - (10)    更新安全基準量 (05275)SPIOLTO Respimat IH 60puffs            安全量 : 23 ,基準量 : 46
20240821-21:33:39 - (11)    更新安全基準量 (21165)Revatio Tab 20mg(Sildenafil)           安全量 : 161 ,基準量 : 322
20240821-21:33:39 - (12)    更新安全基準量 (03220)Vfend Inj 200mg(Voriconazole)          安全量 : 8 ,基準量 : 16
20240821-21:33:39 - (13)    更新安全基準量 (18329)Envacgen Inj 0.5ml(EV71 vaccine)       安全量 : 7 ,基準量 : 15
20240821-21:33:39 - (14)    更新安全基準量 (06241)Thrombifree Tab 75mg(Clopidogrel       安全量 : 1637 ,基準量 : 3274
20240821-21:33:39 - (15)    更新安全基準量 (16704)Ryzodeg Inj 3ml                        安全量 : 52 ,基準量 : 105
20240821-21:33:39 - (16)    更新安全基準量 (21225)Xgeva Inj 120mg(Denosumab)             安全量 : 2 ,基準量 : 5
20240821-21:33:39 - (17)    更新安全基準量 (50063)Biktarvy Tab                           安全量 : 51 ,基準量 : 102
20240821-21:33:39 - (18)    更新安全基準量 (21327)Xeljanz XR Tab 11mg(Tofacitinib)       安全量 : 28 ,基準量 : 56
20240821-21:33:40 - (19)    更新安全基準量 (07298)100mg Entresto FC Tab                  安全量 : 389 ,基準量 : 778
20240821-21:33:40 - (20)    更新安全基準量 (03446)Pipe Tazo Inj "CYH"4.5gm               安全量 : 193 ,基準量 : 386
20240821-21:33:40 - (21)    更新安全基準量 (50043)25mg VemLIDY FC Tab (TAF)              安全量 : 194 ,基準量 : 388
20240821-21:33:40 - (22)    更新安全基準量 (06132)NESP Inj 20mcg/0.5ml                   安全量 : 35 ,基準量 : 71
20240821-21:33:40 - (22)    更新安全基準量 (20661)Vabysmo inj 6mg/0.05ml                 安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (23)    更新安全基準量 (05140)Spiriva Respimat IH 60puffs            安全量 : 15 ,基準量 : 30
20240821-21:33:40 - (24)    更新安全基準量 (18324)Gardasil 9 Vaccine 0.5ml               安全量 : 3 ,基準量 : 7
20240821-21:33:40 - (25)    更新安全基準量 (21313)(CM)Opsumit(CM) Tab 10mg               安全量 : 8 ,基準量 : 17
20240821-21:33:40 - (26)    更新安全基準量 (21260)2mg Adempas FC Tab (Riociguat)         安全量 : 14 ,基準量 : 28
20240821-21:33:40 - (27)    更新安全基準量 (03217)AmBisome Inj 50mg                      安全量 : 5 ,基準量 : 10
20240821-21:33:40 - (28)    更新安全基準量 (21238)Enbrel Inj 50mg(Etanercept)            安全量 : 2 ,基準量 : 5
20240821-21:33:40 - (29)    更新安全基準量 (50038)Rapiacta Inj 300mg/60ml(SelfPay)       安全量 : 10 ,基準量 : 21
20240821-21:33:40 - (30)    更新安全基準量 (16391)Glyxambi Tab 25/5mg                    安全量 : 583 ,基準量 : 1166
20240821-21:33:40 - (31)    更新安全基準量 (05272)Relvar Ellipta 92/22 mcg Inhaler       安全量 : 23 ,基準量 : 47
20240821-21:33:40 - (31)    更新安全基準量 (21404)TALTZ injection 80mg(Ixekizumab)       安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (32)    更新安全基準量 (03510)Tigelin Inj 50mg(Tigecycline)          安全量 : 13 ,基準量 : 26
20240821-21:33:40 - (33)    更新安全基準量 (21343)Lumicef Inj 210mg(Brodalumab)          安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (34)    更新安全基準量 (06252)110mg Pradaxa Cap(Dabigatran)          安全量 : 427 ,基準量 : 855
20240821-21:33:40 - (35)    更新安全基準量 (05422)Soma Cap                               安全量 : 8829 ,基準量 : 17658
20240821-21:33:40 - (36)    更新安全基準量 (12064)Actein Effervescent Tab 600mg          安全量 : 3068 ,基準量 : 6137
20240821-21:33:40 - (37)    更新安全基準量 (21264)125mg Tracleer FC Tab                  安全量 : 9 ,基準量 : 18
20240821-21:33:40 - (38)    更新安全基準量 (06266)30mg Lixiana FC Tab(Edoxaban)          安全量 : 234 ,基準量 : 469
20240821-21:33:40 - (39)    更新安全基準量 (21287)Cimzia Inj 200mg/ml                    安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (39)    更新安全基準量 (21200)50mg/0.5ml Simponi Inj(Golimumab       安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (40)    更新安全基準量 (07157)Livalo OD Tab 2mg(Pitavastatin)        安全量 : 1482 ,基準量 : 2964
20240821-21:33:40 - (40)    更新安全基準量 (04624)Lucentis Inj 10mg/ml(Syringe)          安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (41)    更新安全基準量 (03219)200mg Vfend Tab(Voriconazole)          安全量 : 11 ,基準量 : 22
20240821-21:33:40 - (42)    更新安全基準量 (13482)Akynzeo Cap 300/0.5mg                  安全量 : 7 ,基準量 : 15
20240821-21:33:40 - (43)    更新安全基準量 (16376)2.5/850mg Trajenta Duo Tab             安全量 : 1362 ,基準量 : 2725
20240821-21:33:40 - (44)    更新安全基準量 (50035)Triumeq FC Tab (ABC/3TC/DTG)           安全量 : 25 ,基準量 : 50
20240821-21:33:40 - (45)    更新安全基準量 (06260)5mg Eliquis Tab (Apixaban)             安全量 : 489 ,基準量 : 978
20240821-21:33:40 - (46)    更新安全基準量 (21067)Broen-C E.C. Tab                       安全量 : 3727 ,基準量 : 7454
20240821-21:33:40 - (47)    更新安全基準量 (30024)TPN_Smofkabiven Emulsion 1.48L         安全量 : 16 ,基準量 : 32
20240821-21:33:40 - (48)    更新安全基準量 (06267)60mg Lixiana FC Tab(Edoxaban)          安全量 : 191 ,基準量 : 382
20240821-21:33:40 - (49)    更新安全基準量 (06106)Eprex Inj 2000 IU/0.5ml                安全量 : 54 ,基準量 : 109
20240821-21:33:40 - (50)    更新安全基準量 (21316)Cycos Cap 100mg(Cyclosporin)           安全量 : 123 ,基準量 : 246
20240821-21:33:40 - (51)    更新安全基準量 (18315)Rotarix Oral Vaccine Suspension        安全量 : 5 ,基準量 : 11
20240821-21:33:40 - (52)    更新安全基準量 (09072)Dynastat Inj 40mg(Parecoxib)           安全量 : 17 ,基準量 : 35
20240821-21:33:40 - (53)    更新安全基準量 (07162)Atozet Tab 10/20mg                     安全量 : 783 ,基準量 : 1566
20240821-21:33:40 - (54)    更新安全基準量 (16364)5mg Trajenta Tab (Linagliptin)         安全量 : 835 ,基準量 : 1671
20240821-21:33:40 - (55)    更新安全基準量 (13211)Miyarisan-BM 1gm/pkg                   安全量 : 674 ,基準量 : 1348
20240821-21:33:40 - (56)    更新安全基準量 (07146)Rosulator Tab 10mg(Rosuvastatin)       安全量 : 1928 ,基準量 : 3856
20240821-21:33:40 - (57)    更新安全基準量 (21364)Rinvoq ER Tab 15mg(Upadacitinib)       安全量 : 13 ,基準量 : 27
20240821-21:33:40 - (57)    更新安全基準量 (08738)350mg Invega Trinza PR Inj             安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (58)    更新安全基準量 (09208)Cecolex Capsules 200mg "C.H."          安全量 : 4061 ,基準量 : 8123
20240821-21:33:40 - (59)    更新安全基準量 (05280)Trelegy Ellipta IH 92/55/22 mcg        安全量 : 5 ,基準量 : 11
20240821-21:33:40 - (60)    更新安全基準量 (13442)AluSA Tab                              安全量 : 5384 ,基準量 : 10769
20240821-21:33:40 - (61)    更新安全基準量 (06125)Mircera Inj 100mcg/0.3ml               安全量 : 3 ,基準量 : 7
20240821-21:33:40 - (62)    更新安全基準量 (21379)Mesa Inh Sol 600mg/3ml(Mesna)          安全量 : 297 ,基準量 : 595
20240821-21:33:40 - (63)    更新安全基準量 (21037)100mg Neoral Sandimmun Soft Cap        安全量 : 89 ,基準量 : 179
20240821-21:33:40 - (64)    更新安全基準量 (03329)Cefin Inj 2gm(Ceftriaxone)             安全量 : 44 ,基準量 : 89
20240821-21:33:40 - (65)    更新安全基準量 (03634)Cubicin Inj 500mg(Daptomycin)          安全量 : 3 ,基準量 : 6
20240821-21:33:40 - (66)    更新安全基準量 (13473)Pane Inj 40mg(Pantoprazole)            安全量 : 120 ,基準量 : 240
20240821-21:33:40 - (67)    更新安全基準量 (06288)CoPlavix Tab 75mg/100mg                安全量 : 304 ,基準量 : 609
20240821-21:33:40 - (68)    更新安全基準量 (05278)(184/22)Relvar Ellipta 184/22mcg       安全量 : 8 ,基準量 : 16
20240821-21:33:40 - (69)    更新安全基準量 (21350)Olumiant Tab 4mg(Baricitinib)          安全量 : 9 ,基準量 : 18
20240821-21:33:40 - (70)    更新安全基準量 (16144)Megest Oral Susp 40mg/ml 120ml         安全量 : 18 ,基準量 : 36
20240821-21:33:40 - (71)    更新安全基準量 (20142)Avamys Nasal Spray 120doses/bot        安全量 : 61 ,基準量 : 122
20240821-21:33:40 - (72)    更新安全基準量 (11325)Ketosteril Tab 100's/box               安全量 : 587 ,基準量 : 1175
20240821-21:33:40 - (73)    更新安全基準量 (16707)14mg Rybelsus Tab 30's/box             安全量 : 55 ,基準量 : 110
20240821-21:33:40 - (74)    更新安全基準量 (13440)Omezol Cap 20mg(Omeprazole)            安全量 : 3422 ,基準量 : 6844
20240821-21:33:40 - (75)    更新安全基準量 (07057)Exforge Tab 5/80 mg                    安全量 : 1709 ,基準量 : 3418
20240821-21:33:40 - (76)    更新安全基準量 (05143)25mg Betmiga PR Tab(Mirabegron)        安全量 : 448 ,基準量 : 897
20240821-21:33:40 - (77)    更新安全基準量 (18264)Bexsero Vaccine Inj 0.5ml              安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (78)    更新安全基準量 (18012)Human Immunoglobulin 6% 50ml(3g)       安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (79)    更新安全基準量 (06143)Nivestim Inj 300mcg(Filgrastim)        安全量 : 6 ,基準量 : 12
20240821-21:33:40 - (80)    更新安全基準量 (50001)Levofloxacin Inj 750mg/150ml"CS"       安全量 : 19 ,基準量 : 38
20240821-21:33:40 - (81)    更新安全基準量 (09069)Fubifen PAP patch 4's 40mg/10gm        安全量 : 416 ,基準量 : 833
20240821-21:33:40 - (82)    更新安全基準量 (05267)Anoro Ellipta 55/22mcg IH 30'S         安全量 : 6 ,基準量 : 13
20240821-21:33:40 - (83)    更新安全基準量 (21214)Orencia Inj 250mg(Abatacept)           安全量 : 1 ,基準量 : 2
20240821-21:33:40 - (84)    更新安全基準量 (07058)Sevikar 5/20mg F.C. Tab                安全量 : 1012 ,基準量 : 2025
20240821-21:33:40 - (85)    更新安全基準量 (03337)Cefa Inj 1gm (Cefazolin)               安全量 : 350 ,基準量 : 701
20240821-21:33:40 - (86)    更新安全基準量 (16379)Forxiga FC Tab 10mg                    安全量 : 356 ,基準量 : 712
20240821-21:33:40 - (87)    更新安全基準量 (16382)Toujeo Inj 300u/ml, 1.5ml              安全量 : 15 ,基準量 : 31
20240821-21:33:40 - (88)    更新安全基準量 (16168)Visanne Tab 2mg(Dienogest)             安全量 : 176 ,基準量 : 352
20240821-21:33:40 - (89)    更新安全基準量 (03350)Zavicefta Inj 2/0.5g (2.5g/vial)       安全量 : 2 ,基準量 : 4
20240821-21:33:40 - (90)    更新安全基準量 (20334)ENFULON Cream 0.1% 30gm                安全量 : 98 ,基準量 : 197
20240821-21:33:40 - (91)    更新安全基準量 (21073)1mg Prograf Cap (Tacrolimus)           安全量 : 61 ,基準量 : 122
20240821-21:33:40 - (92)    更新安全基準量 (03422)Augmentin Tab 375mg                    安全量 : 1298 ,基準量 : 2596
20240821-21:33:40 - (93)    更新安全基準量 (08253)Fentanyl Inj 0.5mg/10ml "PPCD"         安全量 : 70 ,基準量 : 140
20240821-21:33:40 - (94)    更新安全基準量 (06282)2.5mg Eliquis Tab (Apixaban)           安全量 : 263 ,基準量 : 526
20240821-21:33:40 - (95)    更新安全基準量 (05144)50mg Betmiga PR Tab(Mirabegron)        安全量 : 378 ,基準量 : 757
20240821-21:33:40 - (96)    更新安全基準量 (04664)100mg Ofev Cap(Nintedanib)             安全量 : 10 ,基準量 : 21
20240821-21:33:40 - (97)    更新安全基準量 (19060)Cobamamide Cap 500mcg                  安全量 : 4995 ,基準量 : 9990
20240821-21:33:40 - (98)    更新安全基準量 (10044)Visipaque Inj 320mgI/ml 100ml          安全量 : 4 ,基準量 : 8
20240821-21:33:40 - (99)    更新安全基準量 (21352)5mg NicePower Tab 30#/Box              安全量 : 2 ,基準量 : 4
20240821-21:33:40 - (100)   更新安全基準量 (06113)250ug Lenograstim Inj(Granocyte)       安全量 : 4 ,基準量 : 9
20240821-21:33:40 - (101)   更新安全基準量 (03432)Tapimycin Inj 2.25g "YUNG SHIN"        安全量 : 133 ,基準量 : 267
20240821-21:33:40 - (102)   更新安全基準量 (21192)Viartril-S Powder 1500mg               安全量 : 176 ,基準量 : 353
20240821-21:33:40 - (103)   更新安全基準量 (03656)MeRoXin Inj 1000mg (Meropenem)         安全量 : 23 ,基準量 : 46
20240821-21:33:40 - (104)   更新安全基準量 (13126)Ulstop 20mg Tab(Famotidine)            安全量 : 4950 ,基準量 : 9900
20240821-21:33:40 - (105)   更新安全基準量 (16387)Xigduo XR Tab 10mg/1gm                 安全量 : 279 ,基準量 : 559
20240821-21:33:40 - (106)   更新安全基準量 (16388)Jardiance Duo 12.5/850mg               安全量 : 476 ,基準量 : 952
20240821-21:33:40 - (107)   更新安全基準量 (21272)Duratocin Inj 100mcg(Carbetocin)       安全量 : 2 ,基準量 : 4
20240821-21:33:40 - (108)   更新安全基準量 (06268)15mg Lixiana FC Tab(Edoxaban)          安全量 : 102 ,基準量 : 204
20240821-21:33:40 - (109)   更新安全基準量 (50074)Dovato Tab(DTG/3TC)                    安全量 : 15 ,基準量 : 31
20240821-21:33:40 - (110)   更新安全基準量 (20054)Latanoprost Eye Drop 0.005%            安全量 : 18 ,基準量 : 36
20240821-21:33:40 - (111)   更新安全基準量 (08750)400mg Abilify Maintena Inj             安全量 : 1 ,基準量 : 1
20240821-21:33:40 - (112)   更新安全基準量 (08430)Keppra Inj 500mg/5ml                   安全量 : 26 ,基準量 : 53
20240821-21:33:40 - (113)   更新安全基準量 (07114)Lipitor Tab 40mg (Atorvastatin)        安全量 : 578 ,基準量 : 1156
