20240823-11:04:15 - 取得開檔中藥檔共<1659>筆
20240823-11:04:15 - 取得藥庫庫存資料共<3873>筆
20240823-11:04:15 - 取得藥局庫存資料共<3873>筆
20240823-11:04:17 - 【庫存正常】藥碼 : 02008 ,藥庫庫存:1000,藥庫結存:1000   ,藥局庫存:556,藥局結存:556
20240823-11:04:42 - 【庫存正常】藥碼 : 03123 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:11,藥局結存:11
20240823-11:04:43 - 【庫存正常】藥碼 : 03201 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:3,藥局結存:3
20240823-11:04:44 - 【庫存正常】藥碼 : 03207 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:16,藥局結存:16
20240823-11:04:45 - 【庫存正常】藥碼 : 03213 ,藥庫庫存:672,藥庫結存:672   ,藥局庫存:296,藥局結存:296
20240823-11:04:45 - 【庫存正常】藥碼 : 03217 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:12,藥局結存:12
20240823-11:04:46 - 【庫存正常】藥碼 : 03219 ,藥庫庫存:120,藥庫結存:120   ,藥局庫存:66,藥局結存:66
20240823-11:04:47 - 【庫存正常】藥碼 : 03220 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:16,藥局結存:16
20240823-11:04:48 - 【庫存正常】藥碼 : 03223 ,藥庫庫存:980,藥庫結存:980   ,藥局庫存:900,藥局結存:900
20240823-11:04:48 - 藥碼 : 03224 ,日期不在五個月內
20240823-11:04:49 - 【庫存正常】藥碼 : 03226 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:18,藥局結存:18
20240823-11:04:50 - 【庫存正常】藥碼 : 03229 ,藥庫庫存:3,藥庫結存:3   ,藥局庫存:9,藥局結存:9
20240823-11:04:51 - 【庫存正常】藥碼 : 03233 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:123,藥局結存:123
20240823-11:04:51 - 【庫存正常】藥碼 : 03236 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:592,藥局結存:592
20240823-11:04:52 - 【庫存正常】藥碼 : 03240 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:23,藥局結存:23
20240823-11:04:53 - 【庫存正常】藥碼 : 03242 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:7,藥局結存:7
20240823-11:04:53 - 【庫存正常】藥碼 : 03243 ,藥庫庫存:35,藥庫結存:35   ,藥局庫存:15,藥局結存:15
20240823-11:05:15 - 【庫存正常】藥碼 : 03244 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:40,藥局結存:40
20240823-11:05:16 - 【庫存正常】藥碼 : 03246 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2,藥局結存:2
20240823-11:05:16 - 【庫存正常】藥碼 : 03248 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:123,藥局結存:123
20240823-11:05:17 - 藥碼 : 03250 ,日期不在五個月內
20240823-11:05:18 - 【庫存正常】藥碼 : 03251 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:138,藥局結存:138
20240823-11:05:19 - 【庫存正常】藥碼 : 03252 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:18,藥局結存:18
20240823-11:05:19 - 【庫存正常】藥碼 : 03309 ,藥庫庫存:34,藥庫結存:34   ,藥局庫存:8,藥局結存:8
20240823-11:05:20 - 【庫存正常】藥碼 : 03312 ,藥庫庫存:60,藥庫結存:60   ,藥局庫存:60,藥局結存:60
20240823-11:05:21 - 【庫存正常】藥碼 : 03321 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:25,藥局結存:25
20240823-11:05:21 - 【庫存正常】藥碼 : 03323 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:12,藥局結存:12
20240823-11:05:22 - 【庫存正常】藥碼 : 03328 ,藥庫庫存:80,藥庫結存:80   ,藥局庫存:0,藥局結存:0
20240823-11:05:23 - 【庫存正常】藥碼 : 03329 ,藥庫庫存:30,藥庫結存:30   ,藥局庫存:29,藥局結存:29
20240823-11:05:24 - 【庫存正常】藥碼 : 03337 ,藥庫庫存:850,藥庫結存:850   ,藥局庫存:504,藥局結存:504
20240823-11:05:25 - 【庫存正常】藥碼 : 03339 ,藥庫庫存:80,藥庫結存:80   ,藥局庫存:13,藥局結存:13
20240823-11:05:26 - 【庫存正常】藥碼 : 03340 ,藥庫庫存:200,藥庫結存:200   ,藥局庫存:13,藥局結存:13
20240823-11:05:26 - 【庫存正常】藥碼 : 03341 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:1058,藥局結存:1058
20240823-11:05:28 - 【庫存正常】藥碼 : 03344 ,藥庫庫存:2000,藥庫結存:2000   ,藥局庫存:3281,藥局結存:3281
20240823-11:05:29 - 【庫存正常】藥碼 : 03345 ,藥庫庫存:300,藥庫結存:300   ,藥局庫存:590,藥局結存:590
20240823-11:05:30 - 【庫存正常】藥碼 : 03347 ,藥庫庫存:950,藥庫結存:950   ,藥局庫存:17,藥局結存:17
20240823-11:05:30 - 【庫存正常】藥碼 : 03348 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:103,藥局結存:103
20240823-11:05:31 - 【庫存正常】藥碼 : 03349 ,藥庫庫存:19,藥庫結存:19   ,藥局庫存:10,藥局結存:10
20240823-11:05:32 - 【庫存正常】藥碼 : 03350 ,藥庫庫存:200,藥庫結存:200   ,藥局庫存:12,藥局結存:12
20240823-11:05:32 - 【庫存正常】藥碼 : 03351 ,藥庫庫存:60,藥庫結存:60   ,藥局庫存:71,藥局結存:71
20240823-11:05:33 - 【庫存正常】藥碼 : 03352 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:16,藥局結存:16
20240823-11:05:34 - 【庫存正常】藥碼 : 03354 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:26,藥局結存:26
20240823-11:05:35 - 【庫存正常】藥碼 : 03356 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:75,藥局結存:75
20240823-11:05:35 - 【庫存正常】藥碼 : 03357 ,藥庫庫存:21,藥庫結存:21   ,藥局庫存:5,藥局結存:5
20240823-11:05:36 - 【庫存正常】藥碼 : 03360 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:78,藥局結存:78
20240823-11:05:36 - 【庫存正常】藥碼 : 03402 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:284,藥局結存:284
20240823-11:05:37 - 【庫存正常】藥碼 : 03422 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2340,藥局結存:2340
20240823-11:05:38 - 【庫存正常】藥碼 : 03425 ,藥庫庫存:2000,藥庫結存:2000   ,藥局庫存:587,藥局結存:587
20240823-11:05:39 - 【庫存正常】藥碼 : 03440 ,藥庫庫存:75,藥庫結存:75   ,藥局庫存:8,藥局結存:8
20240823-11:05:39 - 【庫存正常】藥碼 : 03442 ,藥庫庫存:1000,藥庫結存:1000   ,藥局庫存:1968,藥局結存:1968
20240823-11:05:40 - 【庫存正常】藥碼 : 03443 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:22,藥局結存:22
20240823-11:05:41 - 【庫存正常】藥碼 : 03444 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:11,藥局結存:11
20240823-11:05:42 - 【庫存正常】藥碼 : 03446 ,藥庫庫存:280,藥庫結存:280   ,藥局庫存:286,藥局結存:286
20240823-11:05:43 - 【庫存正常】藥碼 : 03447 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:149,藥局結存:149
20240823-11:05:44 - 【庫存正常】藥碼 : 03449 ,藥庫庫存:4620,藥庫結存:4620   ,藥局庫存:82,藥局結存:82
20240823-11:05:45 - 【庫存正常】藥碼 : 03451 ,藥庫庫存:300,藥庫結存:300   ,藥局庫存:28,藥局結存:28
20240823-11:05:45 - 藥碼 : 03453 ,日期不在五個月內
20240823-11:05:46 - 【庫存正常】藥碼 : 03454 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:61,藥局結存:61
20240823-11:05:47 - 【庫存正常】藥碼 : 03456 ,藥庫庫存:600,藥庫結存:600   ,藥局庫存:199,藥局結存:199
20240823-11:05:48 - 【庫存正常】藥碼 : 03503 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:698,藥局結存:698
20240823-11:05:48 - 【庫存正常】藥碼 : 03509 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2006,藥局結存:2006
20240823-11:05:49 - 【庫存正常】藥碼 : 03510 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:25,藥局結存:25
20240823-11:05:50 - 【庫存正常】藥碼 : 03511 ,藥庫庫存:1000,藥庫結存:1000   ,藥局庫存:1603,藥局結存:1603
20240823-11:05:50 - 【庫存正常】藥碼 : 03512 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:3,藥局結存:3
20240823-11:05:51 - 【庫存正常】藥碼 : 03603 ,藥庫庫存:350,藥庫結存:350   ,藥局庫存:110,藥局結存:110
20240823-11:05:52 - 【庫存正常】藥碼 : 03610 ,藥庫庫存:600,藥庫結存:600   ,藥局庫存:484,藥局結存:484
20240823-11:05:52 - 【庫存正常】藥碼 : 03617 ,藥庫庫存:30,藥庫結存:30   ,藥局庫存:14,藥局結存:14
20240823-11:05:53 - 【庫存正常】藥碼 : 03623 ,藥庫庫存:56,藥庫結存:56   ,藥局庫存:222,藥局結存:222
20240823-11:05:54 - 【庫存正常】藥碼 : 03626 ,藥庫庫存:130,藥庫結存:130   ,藥局庫存:20,藥局結存:20
20240823-11:05:54 - 【庫存正常】藥碼 : 03627 ,藥庫庫存:60,藥庫結存:60   ,藥局庫存:37,藥局結存:37
20240823-11:05:55 - 【庫存正常】藥碼 : 03628 ,藥庫庫存:150,藥庫結存:150   ,藥局庫存:79,藥局結存:79
20240823-11:05:55 - 【庫存正常】藥碼 : 03630 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:29,藥局結存:29
20240823-11:05:56 - 【庫存正常】藥碼 : 03633 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:8,藥局結存:8
20240823-11:05:57 - 【庫存正常】藥碼 : 03634 ,藥庫庫存:19,藥庫結存:19   ,藥局庫存:1,藥局結存:1
20240823-11:05:58 - 【庫存正常】藥碼 : 03636 ,藥庫庫存:280,藥庫結存:280   ,藥局庫存:17,藥局結存:17
20240823-11:05:58 - 【庫存正常】藥碼 : 03641 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:17,藥局結存:17
20240823-11:05:59 - 【庫存正常】藥碼 : 03648 ,藥庫庫存:118,藥庫結存:118   ,藥局庫存:17,藥局結存:17
20240823-11:06:00 - 【庫存正常】藥碼 : 03652 ,藥庫庫存:70,藥庫結存:70   ,藥局庫存:10,藥局結存:10
20240823-11:06:00 - 【庫存正常】藥碼 : 03654 ,藥庫庫存:100,藥庫結存:100   ,藥局庫存:36,藥局結存:36
20240823-11:06:01 - 【庫存正常】藥碼 : 03656 ,藥庫庫存:140,藥庫結存:140   ,藥局庫存:29,藥局結存:29
20240823-11:06:02 - 【庫存正常】藥碼 : 03657 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:35,藥局結存:35
20240823-11:06:02 - 藥碼 : 03662 ,日期不在五個月內
20240823-11:06:03 - 藥碼 : 03664 ,日期不在五個月內
20240823-11:06:04 - 【庫存正常】藥碼 : 03666 ,藥庫庫存:30,藥庫結存:30   ,藥局庫存:45,藥局結存:45
20240823-11:06:04 - 【庫存正常】藥碼 : 03667 ,藥庫庫存:144,藥庫結存:144   ,藥局庫存:22,藥局結存:22
20240823-11:06:05 - 【庫存正常】藥碼 : 03668 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:62,藥局結存:62
20240823-11:06:06 - 【庫存正常】藥碼 : 03670 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:1,藥局結存:1
20240823-11:06:07 - 【庫存正常】藥碼 : 03671 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:12,藥局結存:12
20240823-11:06:07 - 【庫存正常】藥碼 : 03672 ,藥庫庫存:100,藥庫結存:100   ,藥局庫存:133,藥局結存:133
20240823-11:06:08 - 【庫存正常】藥碼 : 03674 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:9,藥局結存:9
20240823-11:06:09 - 【庫存正常】藥碼 : 03675 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:46,藥局結存:46
20240823-11:06:09 - 【庫存正常】藥碼 : 03677 ,藥庫庫存:20,藥庫結存:20   ,藥局庫存:6,藥局結存:6
20240823-11:06:10 - 【庫存正常】藥碼 : 03720 ,藥庫庫存:300,藥庫結存:300   ,藥局庫存:216,藥局結存:216
20240823-11:06:11 - 【庫存正常】藥碼 : 03725 ,藥庫庫存:450,藥庫結存:450   ,藥局庫存:234,藥局結存:234
20240823-11:06:12 - 【庫存正常】藥碼 : 03728 ,藥庫庫存:90,藥庫結存:90   ,藥局庫存:177,藥局結存:177
20240823-11:06:13 - 【庫存正常】藥碼 : 03729 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:615,藥局結存:615
20240823-11:06:13 - 【庫存正常】藥碼 : 03732 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:0,藥局結存:0
20240823-11:06:14 - 【庫存正常】藥碼 : 03738 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:848,藥局結存:848
20240823-11:06:15 - 【庫存正常】藥碼 : 03739 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:186,藥局結存:186
20240823-11:06:15 - 【庫存正常】藥碼 : 03744 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:1388,藥局結存:1388
20240823-11:06:16 - 【庫存正常】藥碼 : 03745 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:108,藥局結存:108
20240823-11:06:16 - 【庫存正常】藥碼 : 03747 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:129,藥局結存:129
20240823-11:06:18 - 【庫存正常】藥碼 : 03801 ,藥庫庫存:400,藥庫結存:400   ,藥局庫存:694,藥局結存:694
20240823-11:06:18 - 【庫存正常】藥碼 : 03803 ,藥庫庫存:50,藥庫結存:50   ,藥局庫存:57,藥局結存:57
20240823-11:06:19 - 【庫存正常】藥碼 : 03805 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:68,藥局結存:68
20240823-11:06:20 - 【庫存正常】藥碼 : 03904 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2477,藥局結存:2477
20240823-11:06:21 - 【庫存正常】藥碼 : 03908 ,藥庫庫存:270,藥庫結存:270   ,藥局庫存:48,藥局結存:48
20240823-11:06:22 - 【庫存正常】藥碼 : 03947 ,藥庫庫存:84,藥庫結存:84   ,藥局庫存:157,藥局結存:157
20240823-11:06:23 - 【庫存正常】藥碼 : 03954 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:441,藥局結存:441
20240823-11:06:24 - 【庫存正常】藥碼 : 03955 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:133,藥局結存:133
20240823-11:06:24 - 【庫存正常】藥碼 : 03963 ,藥庫庫存:40,藥庫結存:40   ,藥局庫存:25,藥局結存:25
20240823-11:06:25 - 【藥局庫存異常】藥碼 : 03969 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:172,藥局結存:52
20240823-11:06:26 - 【庫存正常】藥碼 : 03973 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:5,藥局結存:5
20240823-11:06:27 - 【庫存正常】藥碼 : 03977 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:58,藥局結存:58
20240823-11:06:28 - 【庫存正常】藥碼 : 03978 ,藥庫庫存:1000,藥庫結存:1000   ,藥局庫存:1604,藥局結存:1604
20240823-11:06:29 - 【庫存正常】藥碼 : 03981 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:32,藥局結存:32
20240823-11:06:30 - 藥碼 : 03988 ,日期不在五個月內
20240823-11:06:31 - 【庫存正常】藥碼 : 03990 ,藥庫庫存:10,藥庫結存:10   ,藥局庫存:2,藥局結存:2
20240823-11:06:32 - 【庫存正常】藥碼 : 03998 ,藥庫庫存:80,藥庫結存:80   ,藥局庫存:119,藥局結存:119
20240823-11:06:33 - 【庫存正常】藥碼 : 04006 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:103,藥局結存:103
20240823-11:06:34 - 藥碼 : 04011 ,日期不在五個月內
20240823-11:06:34 - 藥碼 : 04012 ,日期不在五個月內
20240823-11:06:35 - 藥碼 : 04020 ,日期不在五個月內
20240823-11:06:35 - 【庫存正常】藥碼 : 04024 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:8,藥局結存:8
20240823-11:06:36 - 【庫存正常】藥碼 : 04114 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:15,藥局結存:15
20240823-11:06:37 - 【庫存正常】藥碼 : 04119 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:13,藥局結存:13
20240823-11:06:38 - 藥碼 : 04120 ,日期不在五個月內
20240823-11:06:38 - 【庫存正常】藥碼 : 04128 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:18,藥局結存:18
20240823-11:06:39 - 【庫存正常】藥碼 : 04204 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:769,藥局結存:769
20240823-11:06:40 - 【藥庫庫存異常】藥碼 : 04213 ,藥庫庫存:210,藥庫結存:70   ,藥局庫存:30,藥局結存:30
20240823-11:06:41 - 【庫存正常】藥碼 : 04216 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:24,藥局結存:24
20240823-11:06:42 - 【庫存正常】藥碼 : 04224 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:75,藥局結存:75
20240823-11:06:42 - 【庫存正常】藥碼 : 04225 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:53,藥局結存:53
20240823-11:06:43 - 【庫存正常】藥碼 : 04226 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:32,藥局結存:32
20240823-11:06:44 - 【庫存正常】藥碼 : 04230 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:15,藥局結存:15
20240823-11:06:45 - 【庫存正常】藥碼 : 04233 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:77,藥局結存:77
20240823-11:06:46 - 【庫存正常】藥碼 : 04236 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:34,藥局結存:34
20240823-11:06:47 - 【庫存正常】藥碼 : 04241 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:9,藥局結存:9
20240823-11:06:47 - 藥碼 : 04242 ,日期不在五個月內
20240823-11:06:48 - 【庫存正常】藥碼 : 04243 ,藥庫庫存:4,藥庫結存:4   ,藥局庫存:11,藥局結存:11
20240823-11:06:49 - 藥碼 : 04245 ,日期不在五個月內
20240823-11:06:50 - 【庫存正常】藥碼 : 04250 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:151,藥局結存:151
20240823-11:06:50 - 藥碼 : 04252 ,日期不在五個月內
20240823-11:06:51 - 藥碼 : 04253 ,日期不在五個月內
20240823-11:06:52 - 【庫存正常】藥碼 : 04303 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:10,藥局結存:10
20240823-11:06:52 - 【庫存正常】藥碼 : 04306 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:56,藥局結存:56
20240823-11:06:53 - 藥碼 : 04310 ,日期不在五個月內
20240823-11:06:54 - 【庫存正常】藥碼 : 04313 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:158,藥局結存:158
20240823-11:06:55 - 【庫存正常】藥碼 : 04314 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2,藥局結存:2
20240823-11:06:55 - 【庫存正常】藥碼 : 04317 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:5,藥局結存:5
20240823-11:06:56 - 【庫存正常】藥碼 : 04318 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:693,藥局結存:693
20240823-11:07:45 - 【庫存正常】藥碼 : 04319 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:65,藥局結存:65
20240823-11:07:46 - 【庫存正常】藥碼 : 04320 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:4,藥局結存:4
20240823-11:07:47 - 【庫存正常】藥碼 : 04322 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:72,藥局結存:72
20240823-11:07:47 - 【庫存正常】藥碼 : 04326 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:5,藥局結存:5
20240823-11:07:48 - 【庫存正常】藥碼 : 04327 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:4,藥局結存:4
20240823-11:07:49 - 【庫存正常】藥碼 : 04328 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:4,藥局結存:4
20240823-11:07:49 - 【庫存正常】藥碼 : 04329 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:0,藥局結存:0
20240823-11:07:50 - 【庫存正常】藥碼 : 04330 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:0,藥局結存:0
20240823-11:07:51 - 【庫存正常】藥碼 : 04331 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:18,藥局結存:18
20240823-11:07:52 - 【庫存正常】藥碼 : 04335 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:156,藥局結存:156
20240823-11:07:52 - 藥碼 : 04336 ,日期不在五個月內
20240823-11:10:35 - 藥碼 : 04338 ,日期不在五個月內
20240823-11:10:36 - 【庫存正常】藥碼 : 04339 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:111,藥局結存:111
20240823-11:10:37 - 【庫存正常】藥碼 : 04344 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:164,藥局結存:164
20240823-11:10:38 - 藥碼 : 04408 ,日期不在五個月內
20240823-11:10:38 - 【庫存正常】藥碼 : 04413 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:16,藥局結存:16
20240823-11:10:39 - 【庫存正常】藥碼 : 04416 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:4,藥局結存:4
20240823-11:10:40 - 【庫存正常】藥碼 : 04422 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:9,藥局結存:9
20240823-11:10:41 - 【庫存正常】藥碼 : 04423 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:9,藥局結存:9
20240823-11:10:42 - 【庫存正常】藥碼 : 04424 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:3,藥局結存:3
20240823-11:10:43 - 【庫存正常】藥碼 : 04428 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:15,藥局結存:15
20240823-11:10:44 - 【庫存正常】藥碼 : 04429 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:2,藥局結存:2
20240823-11:10:45 - 【庫存正常】藥碼 : 04436 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:7,藥局結存:7
20240823-11:10:45 - 藥碼 : 04437 ,日期不在五個月內
20240823-11:10:46 - 【庫存正常】藥碼 : 04505 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:0,藥局結存:0
20240823-11:10:47 - 【庫存正常】藥碼 : 04508 ,藥庫庫存:200,藥庫結存:200   ,藥局庫存:390,藥局結存:390
20240823-11:10:48 - 【庫存正常】藥碼 : 04512 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:0,藥局結存:0
20240823-11:10:48 - 【庫存正常】藥碼 : 04514 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:18,藥局結存:18
20240823-11:10:49 - 【庫存正常】藥碼 : 04525 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:63,藥局結存:63
20240823-11:10:50 - 藥碼 : 04529 ,日期不在五個月內
20240823-11:10:51 - 藥碼 : 04531 ,日期不在五個月內
20240823-11:10:51 - 【庫存正常】藥碼 : 04537 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:56,藥局結存:56
20240823-11:10:52 - 【庫存正常】藥碼 : 04541 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:35,藥局結存:35
20240823-11:10:53 - 【庫存正常】藥碼 : 04542 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:111,藥局結存:111
20240823-11:10:54 - 【庫存正常】藥碼 : 04544 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:28,藥局結存:28
20240823-11:10:54 - 藥碼 : 04546 ,日期不在五個月內
20240823-11:10:55 - 【庫存正常】藥碼 : 04549 ,藥庫庫存:5,藥庫結存:5   ,藥局庫存:10,藥局結存:10
20240823-11:10:56 - 藥碼 : 04550 ,日期不在五個月內
20240823-11:10:56 - 【庫存正常】藥碼 : 04554 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:89,藥局結存:89
20240823-11:10:57 - 【庫存正常】藥碼 : 04557 ,藥庫庫存:0,藥庫結存:0   ,藥局庫存:7,藥局結存:7
